,created_at,text
82,2020/12/16 09:02:57,ボーナスまぁまぁもらった♪ テンションあがって、 もっと仕事がんばろう！ ってなったけど朝起きたら寒すぎて もう仕事に行きたくないです。
83,2020/12/16 09:01:59,寒すぎてSAMになったわね
84,2020/12/16 09:01:51,寒すぎてサムになったわ🧔
85,2020/12/16 09:01:44,寒すぎて草十郎になった。
86,2020/12/16 09:00:35,寒すぎてゴッサムシティになった #shindanmaker https://t.co/fEA4xyojcx
87,2020/12/16 09:00:32,寒すぎてサムハードリアクションズになった
88,2020/12/16 09:00:31,寒すぎてサミュエル・L・ジャクソンになったわね というわけで、おはようございます！😃
89,2020/12/16 09:00:17,おはぱにゃいっ！ 朝から寒すぎてしにそうです（ﾌﾟﾙﾌﾟﾙ ついにカイロ使用することになったよぉ～ みんなも暖かい恰好にして体調整えるんだよぉ～
90,2020/12/16 09:00:14,寒すぎてアッサムになった
91,2020/12/16 08:59:34,寒すぎて動けないのでユニクロのヒートテックカットソー（九分丈）に着替えたら動けるようになった...。やっぱこれも帰りに買い足そう。
92,2020/12/16 08:58:50,お外寒すぎてサムスになった
93,2020/12/16 08:56:58,アリすぎて蟻になったwぐらいのツイートしたいのに「寒すぎて寒」しか言えんかった 寒さは人をだめにする
94,2020/12/16 08:56:11,寒すぎて着込みまくったらフォックスの上Bになった
95,2020/12/16 08:56:04,寒すぎてサムになった
96,2020/12/16 08:55:58,寒すぎて無理になったからココア作る
97,2020/12/16 08:55:48,寒すぎて無限に着込んだ なんかサラリーマンみたいになった
98,2020/12/16 08:55:26,寒すぎてサムスになったわね
99,2020/12/16 08:55:01,小さくなってファスナーしめられなくて着れなくなった ダウンのコート、 寒すぎて どてら代わりに来たら ファスナー閉められた……体が想像以上に 痩せてしまった
100,2020/12/16 08:54:57,寒すぎてシリアスサムになったわ
101,2020/12/16 08:54:16,寒すぎてサムス・アランになった
102,2020/12/16 08:54:06,おはようございます  寒すぎて冬眠？しそうになった  寒いですw https://t.co/qpqxbRB4h0
103,2020/12/16 08:53:45,寒すぎてサムスになった(ゼロスーツ)
104,2020/12/16 08:53:04,寒すぎてサムスになった っていうのはどういう意味なの?
105,2020/12/16 08:51:45,寒すぎてサムギョプサルになった
106,2020/12/16 08:51:43,(新式の脇のところ可愛い....)
107,2020/12/16 08:51:36,寒すぎて になった https://t.co/OwzvVc3ZY9
108,2020/12/16 08:51:21,寒すぎて雪だるまみたいになった(着込みすぎ
109,2020/12/16 08:50:53,寒すぎてサムスになったわねね
110,2020/12/16 08:50:51,寒すぎてサムスン電子になったサムス
111,2020/12/16 08:49:57,寒すぎてサミュエル・L・ジャクソンになった
112,2020/12/16 08:49:35,寒すぎてサム・スミスになったわね  好きな曲はRestartです
113,2020/12/16 08:49:11,寒すぎてサムスになったわね
114,2020/12/16 08:48:18,いやさむ 寒すぎてタキシード・サムになったわね…🐧
115,2020/12/16 08:47:31,寒すぎてサムスミスになった
116,2020/12/16 08:47:22,寒すぎて寒天になったわね
117,2020/12/16 08:45:26,寒すぎてアッサムティーになったわね🥟
118,2020/12/16 08:45:09,寒！寒すぎて参鶏湯になったwww
119,2020/12/16 08:44:20,寒すぎてサムスアランになったわね
120,2020/12/16 08:44:13,寒すぎてガバキックになった https://t.co/YjwAoJQcsj
121,2020/12/16 08:43:52,寒すぎて、穴子丼より、蕎麦に浮かべたくなった夜でした🤤
122,2020/12/16 08:43:51,おはようぽまいら！☺️✨ 一回寝れたのにトイレで起きたら深夜の廊下が寒すぎて寝付けなくなった老人ボディ御曹司です🗿🗿🗿🗿  今日余裕があったらワンチャン夜に何かやりたい！！何やるかはアンケートに任せる！！ あと、明日コラボがあるか… https://t.co/7dnljIRHbj
123,2020/12/16 08:43:28,寒すぎるんだが？？？寒すぎてSomething ELseになったわね
124,2020/12/16 08:43:05,寒すぎて鮫映画になったわよこっちは
125,2020/12/16 08:42:45,寒すぎてプレイス寒冷地仕様になった
126,2020/12/16 08:41:39,寒すぎておちゃめなサムくんになった
127,2020/12/16 08:40:46,寒すぎてタキシード・サムになったわ
128,2020/12/16 08:40:37,寒すぎて寒いサムライ流ジェネレートになったわ
129,2020/12/16 08:40:22,寒すぎてサムシングになった
130,2020/12/16 08:40:16,寒すぎてサムス・アランになった
131,2020/12/16 08:39:44,寒すぎて宇佐見蓮子になった
132,2020/12/16 08:39:42,寒すぎてSurprise 世界中がDriveになったわね
133,2020/12/16 08:39:16,寒すぎてオポッサムになった
134,2020/12/16 08:39:08,寒すぎて寒er（サマー）になったわね…🥶☃️❄️
135,2020/12/16 08:39:00,寒すぎてサムス・アランになったわ
136,2020/12/16 08:38:33,寒すぎてタキシードサムになった
137,2020/12/16 08:38:33,寒すぎて寒ュエル・L・ジャクソンになったわね👴🏿
138,2020/12/16 08:38:15,寒すぎて、ジェイソン・スゴイサムになったわ。
139,2020/12/16 08:37:49,寒すぎてサムスン電子になった
140,2020/12/16 08:37:35,寒すぎてサンムーになった
141,2020/12/16 08:37:04,寒すぎて…  サムズアップするわね…👆  あと風強すぎて走行中に被ってたヘルメット吹っ飛んでヒュッ…ってなったわね😱
142,2020/12/16 08:36:35,寒すぎてサムギョプサルになったわね🥓  (死ぬ)
143,2020/12/16 08:36:21,寒すぎてSAMSUNGになった
144,2020/12/16 08:36:11,寒すぎて神経痛になったわね…ふぐぅ！
145,2020/12/16 08:35:55,寒すぎてロンサムマイトガイになったわね...
146,2020/12/16 08:35:16,寒すぎてボブサッムになった(クソ寒い)
147,2020/12/16 08:34:53,また、雪❄積もってて学校行くのも大変です😞💦💦
148,2020/12/16 08:34:50,寒すぎてバーナード・サムナーになった
149,2020/12/16 08:34:24,寒すぎてサムライ8になったわね
150,2020/12/16 08:33:53,寒すぎてオポッサムになったわね...
151,2020/12/16 08:33:51,寒すぎて布団になった
152,2020/12/16 08:33:46,天気が良いわけじゃないけど旦那が砂糖こぼしたので膝掛けがわりにしてる毛布と、息子のヨダレでめちゃ臭くなった布団カバー類と、私が寒すぎて寝れないので息子のお古のフリースカバーを洗っている。乾くのかー？？？？？
153,2020/12/16 08:33:28,寒すぎてサムライソードになったわね
154,2020/12/16 08:33:25,寒すぎてSIAM SHADEになった
155,2020/12/16 08:33:01,寒すぎて朝起きれるようになった
156,2020/12/16 08:32:59,寒すぎてイサム・ダイソンになった #shindanmaker https://t.co/wtcc0rW5ux
157,2020/12/16 08:32:58,言うて今朝は普通に気温寒すぎてまず布団から出られんし着替えなんて死を意識しながらの愚行としか思えないよね。チキン肌通り越してオーストリッチ肌んなったわ。湯タンポなかったらヤバかったわ。
158,2020/12/16 08:32:46,寒すぎて、サムスになったわね…
159,2020/12/16 08:32:27,寒すぎてサムスンになった
160,2020/12/16 08:31:59,寒すぎてサムスになった
161,2020/12/16 08:31:43,寒すぎて3倍アイスクリームになったわ
162,2020/12/16 08:31:38,寒すぎて、サムになったわね  フロドさまああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああ!!!!!!!!!!!!!!!!
163,2020/12/16 08:31:26,寒すぎてサンムーンになった
164,2020/12/16 08:31:18,寒すぎて、サムスになったわね… （？？？？？？？）
165,2020/12/16 08:30:38,寒すぎてサムスミスになったが
166,2020/12/16 08:30:19,寒すぎてサムスになったわね....
167,2020/12/16 08:30:14,寒すぎて冷やしパインになったわね
168,2020/12/16 08:29:58,おはよーだわさ 寒すぎて サムスになったわww （は？）
169,2020/12/16 08:29:52,寒すぎてサム・クックになった https://t.co/JQO0jPZKof
170,2020/12/16 08:29:50,寒すぎてサムになったわ https://t.co/SwEe2lIhGc
171,2020/12/16 08:29:41,寒すぎてサミュエル・ハンチントンになった
172,2020/12/16 08:29:06,寒すぎてサムス・アランになった
173,2020/12/16 08:28:52,寒すぎて合宿免許中に山形でゆうちょカードの磁気が使えなくなったの思い出した
174,2020/12/16 08:28:40,おはようございます☀️💕  昨日本当に寒すぎてで外歩いてるだけで凍りそうでした🤣🥶 顎がカチカチなったくらい！ 風が冷たすぎましたね🍃  寒さに負けず 元気いっぱい笑顔いっぱいで🌈💖 #Bs2020 #BsGirls #NPB… https://t.co/vslearUKyS
175,2020/12/16 08:28:32,:(´▼ω◦｀):寒すぎて泣きそうになったのでクルルァ。 https://t.co/SMa494Jx2Z
176,2020/12/16 08:28:25,寒すぎてサムスになった
177,2020/12/16 08:28:16,おはようございます☺️  一日でThe冬！！！って感じになったねぇ…………、、、寒い！！！ 家出た瞬間に寒すぎて手が死人のように白くなったよ！？  みんな風邪に気をつけてね💦
178,2020/12/16 08:27:55,寒すぎて目覚ましセットしても起きれなくなった😥  あぁ、、、弁当、、、😭  まぁ、いいや。途中コンビニに寄ろう😗  あ、おはようございますです🌞
179,2020/12/16 08:27:54,寒すぎてsumになった
180,2020/12/16 08:27:30,寒すぎて雪国の人みたいな格好になった☃︎ 大阪やから周りは小綺麗なコート着てる人ばっかで明らか浮いてるw
181,2020/12/16 08:27:30,寒すぎてサムスンになったわね
182,2020/12/16 08:27:23,朝シャワー浴びてたら停電したみたいで急に冷水浴びることになってもう寒すぎてガタガタ震えることになった…寒い寒い寒い…
183,2020/12/16 08:27:05,寒すぎて、ウィンズ・オブ・デストラクションの一人、ミヌアーノ(メキシコの冷たい風)、又の名をジェットストリーム・サムになったわね……………
184,2020/12/16 08:27:02,寒すぎてサムライスピリッツになった #shindanmaker https://t.co/Clkir7lVZm
185,2020/12/16 08:26:49,寒すぎてサムになったわ
186,2020/12/16 08:26:49,寒すぎて、トムになったわね
187,2020/12/16 08:26:43,寒すぎてSammyになった
188,2020/12/16 08:26:32,寒すぎてハッサムになった #shindanmaker https://t.co/oFDZVOAo6p キーボード打てないので休みますわァ！
189,2020/12/16 08:26:16,寒すぎてサムスになった(二日連続二回目)
190,2020/12/16 08:26:13,寒すぎてサムギョプサルになった
191,2020/12/16 08:26:08,エアコンつけて寝るし今年は毛布なしでもいけるか？と思いつつ、寒さが一段と厳しくなったので毛布出してみたんですけど、まああたたかくてふわふわで寝心地良すぎて、寝落ちのスピードが２倍になりましたおはようございます
192,2020/12/16 08:25:36,寒すぎてサムヌーハになった #shindanmaker https://t.co/5WJ0Nplijx
193,2020/12/16 08:25:21,寒すぎて氷漬けになったわね。冬眠させてくれ
194,2020/12/16 08:25:12,寒すぎて暖気ーコングになった https://t.co/r1MnDEWndc
195,2020/12/16 08:24:50,寒すぎてサムスンになったわね。
196,2020/12/16 08:24:31,寒すぎてサムスになったわね
197,2020/12/16 08:24:19,寒すぎて氷漬けになったわ🧊
198,2020/12/16 08:24:15,寒すぎてこれになった　めちゃくちゃ眠い！！！！！！ https://t.co/bG9BPjOlQ8
199,2020/12/16 08:24:06,寒すぎてサムターン回しになった #shindanmaker https://t.co/cxaF7tHwrW
200,2020/12/16 08:24:06,寒すぎてサムシングエルスになったわね
201,2020/12/16 08:24:04,寒すぎて布団まんじゅうになった
202,2020/12/16 08:23:50,さすがに寒すぎてドア手動になった。2月はあきっぱだったからよかった。
203,2020/12/16 08:23:16,おはよぉ〜(*´▽`)ﾉ 寒すぎてサムになったわね:(´◦ω◦｀):
204,2020/12/16 08:23:09,寒すぎてハッサムになった
205,2020/12/16 08:22:35,寒すぎてサムになった
206,2020/12/16 08:21:59,寒すぎてサム・スミスになった https://t.co/gL8fO2QYBS
207,2020/12/16 08:20:41,寒すぎてサムになった
208,2020/12/16 08:20:30,100年ぶりに外出たら寒すぎて冬眠中に間違えて起きちゃったクマの気分になった
209,2020/12/16 08:20:27,寒すぎてザムス・ガルになった
210,2020/12/16 08:20:12,寒すぎて金玉が特異点になった(笑)
211,2020/12/16 08:19:56,寒すぎてサムシングエルスになったわね。
212,2020/12/16 08:19:52,寒すぎてサム・スミスになったわね…
213,2020/12/16 08:19:29,寒すぎて銀河でも指折りのバウンティ・ハンター(賞金稼ぎ)のサムス・アランになった
214,2020/12/16 08:19:20,寒すぎてサブスクリプトになった
215,2020/12/16 08:19:14,寒すぎてサムになったわね
216,2020/12/16 08:19:04,寒すぎてサムスになったわ
217,2020/12/16 08:19:03,寒すぎて感覚が無くなる超えて、暖かい気がするようになったな
218,2020/12/16 08:18:58,寒すぎてサムネイルになったわ
219,2020/12/16 08:18:37,寒すぎてサムスになった。
220,2020/12/16 08:18:34,寒すぎてサムになった
221,2020/12/16 08:18:31,寒すぎてサムになったわね…
222,2020/12/16 08:18:12,外寒すぎるから走って家帰ったら風が冷たすぎて余計に寒くなった アホる
223,2020/12/16 08:18:10,寒すぎて着膨れだるまになった マフラーだけじゃキツイから耳あて欲しい https://t.co/FfHRU8WQaT
224,2020/12/16 08:17:58,寒すぎてサム(DEATH STRANDING)になったわね。
225,2020/12/16 08:17:26,バス乗って頑張って初日耐えてくるね😳
226,2020/12/16 08:17:25,寒すぎてSAMになったわ
227,2020/12/16 08:17:21,寒すぎてサムスになったわね(？)
228,2020/12/16 08:17:19,寒すぎてSAMになったわね…
229,2020/12/16 08:17:08,寒すぎてサムウィルソンになった
230,2020/12/16 08:17:01,寒すぎて冬毛になった
231,2020/12/16 08:17:01,寒すぎてサムゲタンになったわね
232,2020/12/16 08:16:55,寒すぎて無理になった
233,2020/12/16 08:16:43,最近寒すぎて体が動かんって親に言ったらショウガ湯を勧められて試しに飲んだら驚くほど調子良くなった、ショウガ湯最高あいしてる🥰🥰
234,2020/12/16 08:16:28,寒すぎてサムロックウェルになったわ
235,2020/12/16 08:15:52,寒すぎてステイサムになった
236,2020/12/16 08:15:37,寒すぎてサム・ポーター・ブリッジズになった
237,2020/12/16 08:15:26,寒すぎてサムスンになったわね
238,2020/12/16 08:15:22,寒すぎてムックみたいな口調になった
239,2020/12/16 08:15:12,寒っwwwwwwさむすぎてサムギョプサルになったwwwwww
240,2020/12/16 08:15:01,今日は寒すぎて、朝目が冷めてねむれなくなった。猫が潜り込んできたけど、猫も冷たいし、あったまる前に出て行っちゃうし。あったかい毛布一枚ふやさないと
241,2020/12/16 08:14:48,最近寒すぎて頭痛するようになった。 #前髪なくなったからや
242,2020/12/16 08:14:36,寒すぎてベンサムになった #shindanmaker https://t.co/05J5RdhpFu
243,2020/12/16 08:14:32,おととい、12/14の朝から冷え込みがさらに強くなった。12/15のジム行くときマスクしないで自転車に乗ると、キンキンに冷えた　❄　12/16明け方、予報通り寒すぎて昼に干した羽毛布団を出した。暖かみに✨
244,2020/12/16 08:14:32,美少年楽しみにしてます💖来年以降もよろしくね〜！😚
245,2020/12/16 08:14:28,寒すぎてハッサムになった
246,2020/12/16 08:14:12,寒いと肺炎になりやすいんじゃないかな。暖かい格好で、行ってらっしゃい！  って、寒すぎてなんとなく 言いたくなった😂 お過ごし下さいの方が良かったかな
247,2020/12/16 08:14:00,外が寒すぎて頭がおかしくなると思った((+_+)) まだ、冬が始まったばかりだと思うと恐ろしい。 寿命がどんどん減ってる気がする。 ４０度になったとしても夏の方がいいな。 一年中、秋や春の気候の街に住みたい。。。
248,2020/12/16 08:13:50,寒すぎてSAMSUNGになったわね
249,2020/12/16 08:13:43,寒すぎてアイサム・ザ・サードになった
250,2020/12/16 08:13:24,極寒すぎてゴッサムシティのボスになったわね・・・
251,2020/12/16 08:12:40,寒すぎてサムソソになったわ…
252,2020/12/16 08:12:38,寒すぎて……  リドリーになったわ🐦
253,2020/12/16 08:12:20,寒すぎてサムワン海王になったわ(寒い)
254,2020/12/16 08:11:52,寒すぎてアッザムになったわね
255,2020/12/16 08:11:51,寒すぎてさむいさむいマウンテンになった -コピー(2)
256,2020/12/16 08:11:27,寒すぎてサムシングエルスになった
257,2020/12/16 08:10:57,寒すぎてSAMになった
258,2020/12/16 08:10:44,寒すぎてサムギョプサルになったわね
259,2020/12/16 08:10:42,寒すぎてサーモグラフィーになった
260,2020/12/16 08:10:25,寒すぎてサムスンになった
261,2020/12/16 08:10:00,寒すぎて雪だるまみたいになった
262,2020/12/16 08:09:51,寒い 寒すぎる 寒すぎて SAMSUNGになったわね…
263,2020/12/16 08:09:51,寒すぎてサムスンギャラクシーになった
264,2020/12/16 08:09:34,寒すぎてパソコンのケースファンの調子がすこぶる悪い、モーターが轟音出すようになった…
265,2020/12/16 08:09:33,寒すぎてスノーマンズランドの巨大スノーマンになった⛄
266,2020/12/16 08:09:16,寒すぎてサブウェイになったわね…
267,2020/12/16 08:09:12,体が凍る…❄:;((＞﹏＜๑));:❄ 寒すぎてサムになったわね…
268,2020/12/16 08:08:36,寒すぎてPROJECTSAMになった
269,2020/12/16 08:08:28,寒すぎてサムライスピリッツになった
270,2020/12/16 08:08:27,寒すぎてサムエルゴールデンベルグとシュミイレ氏になった
271,2020/12/16 08:08:13,寒すぎてハッサムになった
272,2020/12/16 08:08:11,寒すぎてサムスミスになった？
273,2020/12/16 08:07:59,寒すぎてサムスになったわね…って人今日多そう
274,2020/12/16 08:07:26,寒すぎてジェイソンステイサムになったわね…
275,2020/12/16 08:07:18,寒すぎて制服の上から上着着るようになった🥲風邪ひかないようにね🥲
276,2020/12/16 08:07:17,寒すぎてサムになったわね
277,2020/12/16 08:06:20,寒すぎてサムイ島になった https://t.co/1hVuSNJGtJ
278,2020/12/16 08:05:58,おはカカオ〜🍫 寒すぎてサム・リトウィッキー（トランスフォーマー）に なったわ🥶
279,2020/12/16 08:05:38,寒すぎてサムスになった
280,2020/12/16 08:05:26,寒すぎて寒すぎて震えるし西野カナになった
281,2020/12/16 08:05:23,寒すぎて(´°д°`)←こんな顔になった
282,2020/12/16 08:04:42,寒すぎてサムライ8になったわね
283,2020/12/16 08:04:41,寒すぎてDJKOOになった
284,2020/12/16 08:04:39,寒すぎておっぱい見えるって辛いな・・・見えるって辛いな、サム・・・になったわね・・・
285,2020/12/16 08:04:25,寒すぎてサムライミになった
286,2020/12/16 08:04:03,寒すぎてキュアブロッサムになった #shindanmaker https://t.co/L3PwZ1MZXa
287,2020/12/16 08:03:50,寒すぎてティラノサウルスになった
288,2020/12/16 08:03:45,寒すぎて体温10℃になった、人間が恒温動物っつっても限度がある
289,2020/12/16 08:03:37,寒すぎてパーカー着たままジージャン着たら、イケイケDKみたいになった https://t.co/HuzjkWI7FK
290,2020/12/16 08:03:20,寒すぎて車の窓に破壊殺… 俳句みたいになった(笑) 寒い、さむーい！！
291,2020/12/16 08:03:14,寒すぎてサムワン海王になった #shindanmaker https://t.co/jr1JbkXuel
292,2020/12/16 08:03:13,この時間、外が寒すぎて耳がサムスンになった
293,2020/12/16 08:02:39,https://t.co/5HKR63ep2G
294,2020/12/16 08:02:27,寒すぎてサムライスピリッツになったわね
295,2020/12/16 08:02:20,おはよーございます🥶🥶🥶🥶  寒すぎて布団からなかなか出れません🛌🍃…。 ついに!!!バケツが100個になったので今日からプリンツ掘りを再開したいと思います!!  今日も１日張り切っていきましょーo(｀^´*) https://t.co/QWjYMkSiCq
296,2020/12/16 08:02:18,2度までなら「寒すぎてサムス・アランになったw」できる。-3度は無理。本当の寒さを前に、サムス・アランにはなれない。
297,2020/12/16 08:02:07,寒すぎてサムライスピリッツになった #shindanmaker https://t.co/uqbIuyeSel
298,2020/12/16 08:02:03,寒すぎてサンムーンになった
299,2020/12/16 08:01:49,部屋寒すぎてサム・スミスになった
300,2020/12/16 08:01:02,寒すぎてサムソンビデオになったわね
301,2020/12/16 08:00:36,寒すぎてサムギョプサルになった
302,2020/12/16 08:00:30,下長ズボンに上半袖にパーカー着てサンダルで外出たら寒すぎて冬眠したくなった
303,2020/12/16 08:00:18,寒すぎてハンサムになった #shindanmaker https://t.co/7qEBAd9NLC
304,2020/12/16 08:00:13,寒すぎてサムになった #shindanmaker https://t.co/ixtsMuZwLk
305,2020/12/16 08:00:00,【12/16(水) #横浜ヒミツキチ 当日券情報】  最近は寒すぎて布団からなかなかでれません。 いくら謎が解けるようになったってこの時期の あったかいお布団からの脱出は難しいですね🛌  今日は #びっくり工作室 があります！ 当… https://t.co/bp2sGHS3hP
306,2020/12/16 07:59:57,寒すぎてサムスになった
307,2020/12/16 07:59:53,寒すぎて洗顔のとき手おかしくなるかと思った真っ赤になった
308,2020/12/16 07:59:53,寒すぎて寒ジムになったわね……🚀 https://t.co/kjeu2JFEKa
309,2020/12/16 07:59:28,寒すぎてサムギョプサルになった #shindanmaker https://t.co/Kg3MCabO2L
310,2020/12/16 07:59:14,寒すぎて手が痛い… いっぱい着てきたけどやっぱり寒…  昨夜消したの2回確認したのに、起きたら何故かホットカーペットの電源点いてたからなんで⁈ってなったけど冷静に考えたら加州くんが点けてくれたのかなぁと思い至りましたおはようござい… https://t.co/ZB5SHQAbA3
311,2020/12/16 07:59:08,寒すぎてサムゲタンになった
312,2020/12/16 07:58:52,寒すぎてサムスになると見せかけてサムエルになった
313,2020/12/16 07:58:45,寒すぎてサムリングになった #shindanmaker https://t.co/TSlEqDg3Wr
314,2020/12/16 07:58:32,寒すぎて...グラードンになった
315,2020/12/16 07:58:29,やばいよね💦
